filename,title,release_year,genres
12105.jpg,Yellow Submarine,1968,"[10402, 16, 12, 35, 14]"
9929.jpg,Asterix and Cleopatra,1968,"[10751, 16, 12, 35]"
29146.jpg,Charly,1968,"[18, 10749, 878]"
79863.jpg,Journey to Shiloh,1968,"[18, 10752, 37]"
141526.jpg,Fanny Hill,1968,"[35, 18]"
245015.jpg,Jhuk Gaya Aasman,1968,"[10749, 18]"
81789.jpg,Sor Ye-yé,1968,"[35, 10402]"
215597.jpg,Objetivo: BI-KI-NI,1968,"[28, 35]"
8372.jpg,Lonesome Cowboys,1968,"[37, 35, 80, 18]"
1143067.jpg,The Vagabonds,1968,[35]
9028.jpg,The Great Silence,1968,"[37, 18]"
1373818.jpg,Vacation,1968,[18]
47576.jpg,Memories of Underdevelopment,1968,[18]
42686.jpg,Three in the Attic,1968,"[18, 35]"
1513911.jpg,Prostie omenească,1968,[16]
1511697.jpg,Ζήσε για την αγάπη μας,1968,[18]
1507817.jpg,An Angel's Temptation,1968,[]
1507666.jpg,Don Quixote Takes Up the Fight,1968,"[18, 10770]"
1507555.jpg,Phantom Black Festival,1968,[]
1506352.jpg,City and Song,1968,[10402]
1504743.jpg,Uncle Kolya is Going Home,1968,[18]
1504340.jpg,Without the Third One,1968,"[10770, 18]"
1503129.jpg,Prince Napoleon,1968,"[35, 10770]"
1502042.jpg,雙女情歌,1968,[]
1499406.jpg,Film,1968,[]
1496492.jpg,Five Gents and a Chinese Merchant,1968,"[35, 18]"
1495998.jpg,Five Gents and Karate Grandpa,1968,"[35, 18]"
1495722.jpg,Sun Wukong,1968,"[16, 12]"
9325.jpg,The Jungle Book,1967,"[10751, 16, 12]"
667.jpg,You Only Live Twice,1967,"[28, 53, 12]"
37247.jpg,The Graduate,1967,"[18, 10749, 35]"
1879.jpg,Guess Who's Coming to Dinner,1967,"[18, 10749]"
475.jpg,Bonnie and Clyde,1967,"[80, 18]"
3055.jpg,Valley of the Dolls,1967,"[18, 10749]"
1654.jpg,The Dirty Dozen,1967,"[28, 12, 10752]"
25934.jpg,"To Sir, with Love",1967,[18]
12208.jpg,Casino Royale,1967,"[12, 28, 35]"
44695.jpg,The Born Losers,1967,"[28, 18, 53]"
18978.jpg,Camelot,1967,"[12, 10402, 10749]"
17887.jpg,Barefoot in the Park,1967,"[35, 10749]"
44448.jpg,Untamable Angelique,1967,"[12, 10749, 36]"
10633.jpg,In the Heat of the Night,1967,"[80, 18, 9648, 53]"
74896.jpg,The Fox,1967,[18]
903.jpg,Cool Hand Luke,1967,"[18, 80]"
18900.jpg,In Cold Blood,1967,"[80, 18, 53, 36]"
27945.jpg,Hombre,1967,[37]
24130.jpg,In Like Flint,1967,"[28, 12, 35]"
11206.jpg,Wait Until Dark,1967,"[53, 27]"
36775.jpg,The Ambushers,1967,"[28, 35]"
16081.jpg,Doctor Dolittle,1967,"[10402, 10751, 35, 14]"
118911.jpg,Hurry Sundown,1967,[18]
27277.jpg,The War Wagon,1967,"[37, 28, 80]"
86059.jpg,The Comedians,1967,[18]
4932.jpg,A Guide for the Married Man,1967,"[35, 10749]"
26039.jpg,Point Blank,1967,"[80, 53, 18]"
39276.jpg,King Kong Escapes,1967,"[28, 14, 27, 878]"
22682.jpg,How to Succeed in Business Without Really Trying,1967,"[35, 10749]"
42700.jpg,The Night of the Generals,1967,"[53, 9648, 10752, 80]"
18627.jpg,Son of Godzilla,1967,"[12, 10751, 878]"
653474.jpg,Monsieur Zivaco,1967,"[35, 80]"
603051.jpg,Let's Go! Young Guy,1967,[35]
2984.jpg,A Countess from Hong Kong,1967,"[35, 10749]"
47263.jpg,"Easy Come, Easy Go",1967,"[12, 35, 10402]"
64963.jpg,Rough Night in Jericho,1967,"[10749, 37]"
45335.jpg,Double Trouble,1967,"[35, 80, 18, 10402, 10749]"
11047.jpg,Asterix the Gaul,1967,"[10751, 16, 12, 35]"
42407.jpg,The Flim-Flam Man,1967,"[35, 80]"
163376.jpg,Luv,1967,"[10749, 35]"
5511.jpg,Le Samouraï,1967,"[80, 53, 18]"
87149.jpg,An Evening in Paris,1967,"[35, 18, 10402, 10749]"
923151.jpg,Sen Benimsin,1967,[10749]
598449.jpg,Ölünceye Kadar,1967,"[18, 10749]"
497807.jpg,Çifte Tabancalı Damat,1967,"[12, 37]"
541044.jpg,Angry Nazife,1967,"[35, 18]"
684880.jpg,Anowara,1967,[18]
473715.jpg,Nisaa' min Zahab,1967,"[53, 80, 28]"
1373830.jpg,Appointment with Death,1967,[18]
1629.jpg,La Chinoise,1967,"[18, 35]"
848521.jpg,My secretary is mad... mad... mad...,1967,"[35, 10402, 10749]"
536243.jpg,Dalahoo,1967,"[28, 18]"
1459186.jpg,Who doesn’t obey will be lost,1967,[18]
615798.jpg,Aventura en el Palacio Viejo,1967,"[12, 28, 10751]"
103613.jpg,The Oldest Profession,1967,"[35, 18]"
242296.jpg,Change of Life,1967,[18]
1515698.jpg,Abazure no kairaku,1967,[]
1514258.jpg,Mimetism,1967,[16]
1513894.jpg,Pe fir,1967,[16]
1511435.jpg,Dash Ahmad,1967,[]
1510467.jpg,Seishun Tarō,1967,[]
1509171.jpg,Under the Stars of Singapore,1967,[]
1508875.jpg,若社長レインボー作戦,1967,[]
1508697.jpg,恋のメキシカンロック 恋と夢と冒険,1967,[]
1507824.jpg,The Stronger Sex,1967,[]
1505653.jpg,Ninaivil Nindraval,1967,[]
1501825.jpg,Alone With the Night,1967,[10749]
1501781.jpg,Perpetuum Mobile,1967,[99]
1501569.jpg,侠客の掟,1967,[]
1500366.jpg,Gomez's Name is Gomez,1967,[]
1500023.jpg,Exchanges 1,1967,[]
10112.jpg,The Aristocats,1970,"[16, 35, 10751, 12]"
9062.jpg,Love Story,1970,"[10749, 18]"
10671.jpg,Airport,1970,"[28, 18, 53]"
11202.jpg,Patton,1970,"[10752, 18, 36]"
651.jpg,M*A*S*H,1970,"[35, 18, 10752]"
9459.jpg,Woodstock,1970,"[99, 36, 10402]"
11165.jpg,Tora! Tora! Tora!,1970,"[10752, 36, 18]"
11040.jpg,Little Big Man,1970,"[12, 37, 35, 18]"
38953.jpg,Ryan's Daughter,1970,"[10749, 36, 18]"
10364.jpg,Catch-22,1970,"[10752, 35]"
46691.jpg,Joe,1970,"[18, 53, 80]"
1685.jpg,Beneath the Planet of the Apes,1970,"[12, 878, 9648]"
26617.jpg,Five Easy Pieces,1970,[18]
64512.jpg,Ann and Eve,1970,[18]
38222.jpg,On a Clear Day You Can See Forever,1970,"[14, 10749, 35, 18]"
42588.jpg,Getting Straight,1970,"[35, 18, 10749]"
5590.jpg,Donkey Skin,1970,"[14, 35, 10402, 10749]"
5722.jpg,Beyond the Valley of the Dolls,1970,"[35, 18, 10402]"
215843.jpg,Song of Norway,1970,"[10402, 18]"
28733.jpg,"Count Yorga, Vampire",1970,[27]
31677.jpg,Diary of a Mad Housewife,1970,"[35, 18]"
38765.jpg,Chisum,1970,[37]
13765.jpg,Scrooge,1970,"[14, 18, 10751]"
11589.jpg,Kelly's Heroes,1970,"[12, 35, 10752]"
11916.jpg,Two Mules for Sister Sara,1970,"[37, 12, 10749]"
23330.jpg,The Ballad of Cable Hogue,1970,"[35, 37, 28]"
98491.jpg,Wuthering Heights,1970,"[18, 10749]"
94201.jpg,El Condor,1970,"[37, 28]"
71943.jpg,House of Dark Shadows,1970,"[18, 27, 53]"
34377.jpg,The Boys in the Band,1970,[18]
42586.jpg,Darling Lili,1970,"[10402, 10752, 18, 35, 10749]"
33157.jpg,Waterloo,1970,"[36, 18, 10752]"
40973.jpg,Myra Breckinridge,1970,"[35, 18]"
42345.jpg,The Molly Maguires,1970,"[18, 36, 53]"
24918.jpg,The Twelve Chairs,1970,"[35, 18]"
44721.jpg,Little Fauss and Big Halsy,1970,"[18, 35]"
5185.jpg,The Private Life of Sherlock Holmes,1970,"[9648, 35, 80, 12, 36]"
42600.jpg,Watermelon Man,1970,[35]
192792.jpg,Thou Shalt Not Covet Thy Fifth Floor Neighbour,1970,[35]
2998.jpg,Zabriskie Point,1970,[18]
28681.jpg,Equinox,1970,"[12, 27]"
42533.jpg,Angels Die Hard,1970,"[28, 18]"
65891.jpg,The Dunwich Horror,1970,[27]
132.jpg,Gimme Shelter,1970,"[99, 10402]"
8416.jpg,The Conformist,1970,[18]
160610.jpg,La tonta del bote,1970,[35]
332392.jpg,The Man Who Had Power Over Women,1970,"[35, 18, 10402]"
473722.jpg,The Son of Africa,1970,"[53, 80, 28]"
1168799.jpg,The Art of Marriage,1970,[99]
669777.jpg,Kralların Öfkesi,1970,"[37, 80]"
101120.jpg,Crimen imperfecto,1970,"[35, 9648]"
259076.jpg,This Is New Zealand,1970,"[99, 36]"
838628.jpg,The Pickpocket,1970,"[80, 18]"
598749.jpg,Astrapogiannos,1970,"[18, 10752, 12]"
1401866.jpg,The Necklace,1970,[18]
261673.jpg,Baksa Badal,1970,"[10749, 35]"
452643.jpg,Heer Ranjha,1970,"[10749, 10402]"
444452.jpg,El alma se serena,1970,[35]
1511185.jpg,Ana Gibi Yar Olmaz,1970,"[28, 18]"
1511056.jpg,Projet Pour Un Poisson,1970,[]
1510589.jpg,Meeting with President Ho Chi Minh,1970,[99]
1508360.jpg,White Hair Urgently Required,1970,"[18, 10770]"
1505901.jpg,The Rooster Surgeon,1970,[16]
1502503.jpg,Computación en la Universidad,1970,[99]
1502300.jpg,Calcutta,1970,[99]
1502220.jpg,Five Gents and a Kuniang,1970,"[18, 35]"
1501911.jpg,Five Gents Fly to Taiwan,1970,"[35, 18]"
1501493.jpg,البكاشين,1970,"[18, 35]"
238.jpg,The Godfather,1972,"[18, 80]"
11713.jpg,Fist of Fury,1972,"[18, 28, 53]"
12593.jpg,Fritz the Cat,1972,"[16, 35, 18]"
551.jpg,The Poseidon Adventure,1972,"[12, 18, 53]"
6949.jpg,"What's Up, Doc?",1972,"[35, 10749]"
10669.jpg,Deliverance,1972,"[18, 12, 53]"
11943.jpg,Jeremiah Johnson,1972,"[12, 37]"
82465.jpg,Child's Play,1972,"[18, 9648, 53]"
10784.jpg,Cabaret,1972,"[10402, 18, 10749]"
5916.jpg,The Getaway,1972,"[28, 80, 53]"
1643.jpg,Last Tango in Paris,1972,"[18, 10749]"
21968.jpg,Super Fly,1972,"[80, 18, 28]"
9462.jpg,The Way of the Dragon,1972,"[28, 80]"
1842.jpg,The Legend of Boggy Creek,1972,"[12, 9648, 27, 53]"
23148.jpg,Lady Sings the Blues,1972,"[18, 10402]"
11624.jpg,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972,[35]
573.jpg,Frenzy,1972,"[80, 53, 27]"
45793.jpg,Man of La Mancha,1972,"[12, 35, 18, 10402]"
493.jpg,Shaft's Big Score!,1972,"[28, 12, 80, 9648, 18, 53]"
1688.jpg,Conquest of the Planet of the Apes,1972,"[28, 878]"
91487.jpg,State of Siege,1972,"[53, 18]"
15573.jpg,The Cowboys,1972,"[37, 12, 18, 28]"
87514.jpg,Skyjacked,1972,"[28, 18, 53]"
25771.jpg,Pink Floyd: Live at Pompeii,1972,"[10402, 99]"
14881.jpg,Joe Kidd,1972,[37]
692.jpg,Pink Flamingos,1972,"[35, 80]"
993.jpg,Sleuth,1972,"[53, 9648, 80, 35]"
40687.jpg,The Heartbreak Kid,1972,"[10749, 35]"
32061.jpg,The Doberman Gang,1972,"[28, 35, 80]"
12089.jpg,The Tall Blond Man with One Black Shoe,1972,"[35, 9648]"
144662.jpg,A Thief in the Night,1972,"[27, 18, 14]"
46059.jpg,The Hot Rock,1972,"[80, 35]"
42492.jpg,Up the Sandbox,1972,"[35, 18]"
28358.jpg,Bloody Friday,1972,"[80, 28, 53]"
14902.jpg,1776,1972,"[18, 36]"
21711.jpg,The Candidate,1972,"[35, 18]"
87788.jpg,The Legend of Nigger Charley,1972,"[37, 28, 80]"
18274.jpg,Frogs,1972,[27]
19336.jpg,Godzilla vs. Gigan,1972,"[28, 12, 878]"
27292.jpg,Prime Cut,1972,"[28, 80, 18]"
1324358.jpg,A World of Women and a Man,1972,[35]
4683.jpg,A Gorgeous Girl Like Me,1972,"[35, 80]"
1000736.jpg,Joy Hotel,1972,"[35, 18]"
4593.jpg,The Discreet Charm of the Bourgeoisie,1972,[35]
40983.jpg,Beware! The Blob,1972,"[35, 27, 878]"
29336.jpg,The Cannibal Man,1972,"[18, 27, 53]"
2000.jpg,"Aguirre, the Wrath of God",1972,"[36, 12, 18]"
1272903.jpg,ليمون حلو,1972,"[18, 10749]"
1515416.jpg,CONGES PAYES,1972,[99]
1515415.jpg,POINTEUSE ET APRES (LA),1972,[]
1514233.jpg,Carnaval,1972,[16]
1511679.jpg,Süperadam Kadınlar Arasında,1972,"[14, 12]"
1511664.jpg,Ölümle Sevişenler,1972,"[28, 12]"
1511343.jpg,Ölüm Bebekleri,1972,[12]
1511319.jpg,Ah Koca Dünya,1972,[10749]
1511313.jpg,Acı Kader,1972,[18]
1511302.jpg,Ekmekçi Kadın,1972,[18]
1511053.jpg,Rendez-vous Mit Jacques Offenbach,1972,[]
1510439.jpg,S/Título,1972,[]
1506981.jpg,Raboliot,1972,[]
1505895.jpg,Oil Jug,1972,[16]
1501080.jpg,العالم سنة ٢٠٠٠,1972,"[18, 878]"
1499937.jpg,Covered tracks,1972,[]
3170.jpg,Bambi,1942,"[16, 18, 10751]"
27367.jpg,Mrs. Miniver,1942,"[18, 10749, 10752]"
22387.jpg,Random Harvest,1942,"[10749, 18]"
31805.jpg,Road to Morocco,1942,"[35, 10402, 12, 10749]"
29882.jpg,The Black Swan,1942,"[12, 10749]"
27017.jpg,For Me and My Gal,1942,"[10402, 10749, 10752]"
32847.jpg,"Now, Voyager",1942,"[10749, 18]"
25508.jpg,Cat People,1942,"[9648, 27, 10749]"
13485.jpg,Holiday Inn,1942,"[35, 18, 10749]"
60488.jpg,Arabian Nights,1942,"[28, 12]"
20640.jpg,Woman of the Year,1942,"[35, 10749, 18]"
43167.jpg,Andy Hardy's Double Life,1942,"[35, 10751, 10749]"
39871.jpg,The Major and the Minor,1942,"[35, 10749]"
42825.jpg,Crossroads,1942,"[18, 9648]"
19388.jpg,The Big Shot,1942,"[80, 18]"
198.jpg,To Be or Not to Be,1942,"[35, 10752, 10749]"
52983.jpg,China Girl,1942,"[10749, 18, 10752]"
31997.jpg,Saboteur,1942,[53]
43523.jpg,I Married an Angel,1942,"[10749, 35, 14]"
14906.jpg,Saludos Amigos,1942,"[16, 12, 10402, 99, 36]"
23159.jpg,The Talk of the Town,1942,"[35, 18, 10749]"
248260.jpg,Are Husbands Necessary?,1942,"[35, 10749]"
28426.jpg,Invisible Agent,1942,"[27, 878, 10752]"
16703.jpg,This Gun for Hire,1942,"[80, 53, 9648]"
182303.jpg,The Bashful Bachelor,1942,[35]
65546.jpg,Grand Central Murder,1942,"[9648, 80, 35]"
219424.jpg,The Affairs of Martha,1942,"[10749, 35]"
1061979.jpg,Spring,1942,"[18, 10749]"
1516189.jpg,Swaminath,1942,[]
1516183.jpg,Society,1942,[]
1516180.jpg,The Guest,1942,[]
1516167.jpg,Garib,1942,[]
1516161.jpg,Fariyaad,1942,[]
1516153.jpg,Dukh Sukh,1942,[]
1516147.jpg,Suhagan,1942,[]
1516059.jpg,Uljhan,1942,[]
1516048.jpg,Vijay,1942,[]
1516041.jpg,Tamanna,1942,[]
1516029.jpg,Shobha,1942,[]
1516023.jpg,Sharda,1942,[]
1516019.jpg,Phir Milenge,1942,[]
1516015.jpg,Nai Duniya,1942,[]
1516011.jpg,Mata,1942,[]
1516006.jpg,Jhankar,1942,[]
1516001.jpg,Jawani,1942,[]
1515995.jpg,Ek Raat,1942,[]
1514964.jpg,The Gold Rush,1942,[]
1511785.jpg,Beti,1942,[]
1510232.jpg,Ujala,1942,[18]
1510210.jpg,Chandni,1942,[18]
1509194.jpg,Dhiraj,1942,[18]
1505632.jpg,Nandanar,1942,[]
1496998.jpg,Царицын. Поход Ворошилова,1942,"[10752, 36]"
1467453.jpg,National Income,1942,[16]
1460804.jpg,Il leone di Damasco,1942,[12]
1460179.jpg,La guardia del corpo,1942,[35]
1452275.jpg,No More Kitchen Sopranos,1942,[16]
1435493.jpg,Unmanned Machines Mean Unarmed Men,1942,[16]
1434453.jpg,Come Back to Ireland,1942,[99]
1428203.jpg,What About Daddy?,1942,[35]
642.jpg,Butch Cassidy and the Sundance Kid,1969,"[37, 12, 80, 18, 36]"
668.jpg,On Her Majesty's Secret Service,1969,"[12, 28, 53]"
624.jpg,Easy Rider,1969,"[12, 18]"
3116.jpg,Midnight Cowboy,1969,[18]
17529.jpg,True Grit,1969,[37]
14030.jpg,"Hello, Dolly!",1969,"[10402, 35, 10749]"
20391.jpg,Paint Your Wagon,1969,"[35, 37, 10402]"
26520.jpg,Bob & Carol & Ted & Alice,1969,"[35, 18]"
70478.jpg,The Stewardesses,1969,[35]
28289.jpg,Cactus Flower,1969,"[35, 10749]"
42618.jpg,Sweet Charity,1969,"[35, 10402, 10749, 18]"
42621.jpg,Winning,1969,"[28, 18]"
54494.jpg,The Sterile Cuckoo,1969,"[35, 18]"
1651.jpg,Mississippi Mermaid,1969,"[10749, 18, 80, 53]"
11485.jpg,Take the Money and Run,1969,"[35, 80]"
11643.jpg,"If It's Tuesday, This Must Be Belgium",1969,"[10749, 35, 12]"
2370.jpg,Topaz,1969,"[18, 53]"
42612.jpg,Medium Cool,1969,[18]
41876.jpg,The Damned,1969,"[18, 36]"
18688.jpg,Charro!,1969,"[28, 18, 37]"
39462.jpg,All Monsters Attack,1969,"[14, 878, 10751]"
37053.jpg,Tenchu!,1969,"[36, 28, 18]"
131799.jpg,Can Heironymus Merkin Ever Forget Mercy Humppe and Find True Happiness?,1969,"[35, 10402]"
67220.jpg,Hard Contract,1969,"[80, 10749]"
85644.jpg,Riot,1969,"[18, 80, 53]"
133332.jpg,Valérie,1969,[18]
42894.jpg,Till Death Us Do Part,1969,[35]
142440.jpg,Battle of the Japan Sea,1969,"[10752, 36, 18]"
15383.jpg,Army of Shadows,1969,"[10752, 36, 53]"
211816.jpg,Secret World,1969,[18]
576.jpg,The Wild Bunch,1969,[37]
1035821.jpg,Dala ilbanat,1969,[35]
656654.jpg,Demir Pençe Casuslar Savaşı,1969,"[14, 12]"
302416.jpg,Damga,1969,[18]
107349.jpg,Iron Claw the Pirate,1969,"[12, 14]"
2721.jpg,Z,1969,"[53, 80, 18]"
939133.jpg,The Melody of Love,1969,[]
1324350.jpg,Early Bird Gets the Worm,1969,[35]
20873.jpg,The Diamond Arm,1969,"[12, 35, 80]"
633034.jpg,Three Women,1969,"[10749, 18]"
224463.jpg,Laughter in the Dark,1969,[18]
74137.jpg,The Wedding Party,1969,"[35, 10749]"
1515410.jpg,ATTENTE (L'),1969,[]
1515049.jpg,Ang Sakristan,1969,[]
1513737.jpg,Öland and Gotland,1969,[99]
1509545.jpg,Safe Side Clyde,1969,[]
1507566.jpg,Anti-Vietnam War,1969,[]
1507491.jpg,Koi no otome kawa,1969,[]
1507483.jpg,Kekkon shimasu,1969,[]
1507477.jpg,猛烈社員 スリゴマ忍法,1969,[]
1503640.jpg,The Golovlevs,1969,"[18, 10770]"
1502129.jpg,Gandondu Hennaru,1969,[]
1499517.jpg,Danny and Nicky,1969,[99]
1499268.jpg,5 Gents Fly to Kyushu Part II,1969,"[18, 35]"
1499243.jpg,5 Gents Fly to Kyushu,1969,"[18, 80]"
1498196.jpg,ละครเร่,1969,[]
1496408.jpg,SHETLAND PONY,1969,[]
1491633.jpg,P. P.1,1969,[]
1490960.jpg,Ginza Poacher,1969,[]
1489211.jpg,Mission: Impossible - The Controllers,1969,"[28, 80, 53]"
1489210.jpg,Mission: Impossible - The Bunker,1969,"[28, 80, 53]"
1486994.jpg,"Shakhaur 7116m, Face Nord",1969,"[99, 12]"
1486563.jpg,Hindou-Kouch 68,1969,"[99, 12]"
9552.jpg,The Exorcist,1973,[27]
9461.jpg,Enter the Dragon,1973,[28]
170882.jpg,The Black Hand,1973,[80]
9277.jpg,The Sting,1973,"[35, 80, 18]"
838.jpg,American Graffiti,1973,"[35, 18]"
253.jpg,Live and Let Die,1973,"[12, 28, 53]"
5924.jpg,Papillon,1973,"[80, 18]"
10236.jpg,The Way We Were,1973,"[18, 10749]"
103079.jpg,Submersion of Japan,1973,"[53, 878, 18]"
10648.jpg,Magnum Force,1973,"[18, 80, 28]"
11886.jpg,Robin Hood,1973,"[16, 10751, 12]"
11293.jpg,Paper Moon,1973,"[35, 80, 18]"
9040.jpg,Serpico,1973,"[80, 18]"
12545.jpg,Jesus Christ Superstar,1973,"[10402, 18]"
2926.jpg,The Three Musketeers,1973,"[28, 12, 10749, 10751]"
11561.jpg,Sleeper,1973,"[35, 878]"
42458.jpg,A Touch of Class,1973,"[35, 10749]"
4909.jpg,The Day of the Jackal,1973,"[28, 53]"
11901.jpg,High Plains Drifter,1973,"[37, 18, 9648]"
89545.jpg,Class of '44,1973,"[18, 35]"
17897.jpg,The Golden Voyage of Sinbad,1973,"[28, 12, 18, 14, 10751]"
11577.jpg,Pat Garrett & Billy the Kid,1973,"[37, 18, 36, 28, 12]"
14886.jpg,The Last Detail,1973,"[18, 35]"
2362.jpg,Westworld,1973,"[12, 878, 37]"
31587.jpg,Scarecrow,1973,[18]
1705.jpg,Battle for the Planet of the Apes,1973,"[28, 878]"
15171.jpg,Charlotte's Web,1973,"[10751, 10402, 16]"
22021.jpg,Coffy,1973,"[28, 80, 53]"
97519.jpg,Lost Horizon,1973,"[12, 18, 14, 10402, 10749]"
12101.jpg,Soylent Green,1973,"[878, 53, 80, 9648]"
92299.jpg,The Thief Who Came to Dinner,1973,"[10749, 35]"
38714.jpg,Save the Tiger,1973,[18]
203.jpg,Mean Streets,1973,"[18, 80]"
1040246.jpg,Anhonee,1973,"[18, 53, 80]"
47536.jpg,Hitler: The Last Ten Days,1973,"[18, 10752, 36]"
26331.jpg,The Last of Sheila,1973,"[80, 18, 9648, 53]"
28110.jpg,Dillinger,1973,"[28, 80, 18]"
29735.jpg,The Laughing Policeman,1973,"[80, 53, 18]"
67696.jpg,A Warm December,1973,"[18, 10749]"
56150.jpg,Jonathan Livingston Seagull,1973,"[18, 10751]"
30593.jpg,Heavy Traffic,1973,"[16, 35, 18]"
494.jpg,Shaft in Africa,1973,"[28, 80, 12, 18, 53]"
85970.jpg,The Student Teachers,1973,"[35, 53]"
31605.jpg,The Last American Hero,1973,[18]
28797.jpg,"Black Mama, White Mama",1973,"[28, 80, 53, 18]"
28498.jpg,Theatre of Blood,1973,"[35, 27]"
22307.jpg,Sisters,1973,"[53, 27, 9648]"
39264.jpg,Godzilla vs. Megalon,1973,"[28, 12, 878, 14]"
1847.jpg,The Long Goodbye,1973,"[9648, 80, 35, 18, 53]"
1675.jpg,Day for Night,1973,"[35, 18]"
35669.jpg,The Satanic Rites of Dracula,1973,[27]
16307.jpg,The Wicker Man,1973,[27]
514059.jpg,A Woman With a Bad Reputation,1973,"[18, 10749]"
254161.jpg,Manolo by Night,1973,[35]
40374.jpg,Breezy,1973,"[18, 10749]"
115621.jpg,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,1973,"[12, 9648, 10751]"
44741.jpg,Malicious,1973,[35]
8327.jpg,The Holy Mountain,1973,[18]
1236429.jpg,the other man,1973,[]
30422.jpg,The Killer Is One of Thirteen,1973,"[9648, 27, 53]"
93164.jpg,A River Called Titas,1973,"[18, 10751]"
1276524.jpg,عفوا عزيزي الاب,1973,[18]
1515074.jpg,Tapat na Pag-ibig,1973,[]
1514914.jpg,Fforest Bay,1973,[]
1512886.jpg,Finlandia,1973,[99]
1512766.jpg,Sevda Yolu,1973,"[18, 10749]"
1511324.jpg,Aşka Selam Kavgaya Devam,1973,[12]
1509164.jpg,Plain Daughters,1973,"[18, 10751]"
1506439.jpg,The Taming of the Shrew,1973,"[35, 10770]"
1505880.jpg,The Resourceful Hare,1973,[16]
1505648.jpg,Паутина,1973,[99]
1504109.jpg,Bikaya suar,1973,[]
1502093.jpg,Gymnastics Lesson,1973,[99]
1366.jpg,Rocky,1976,[18]
11422.jpg,Midway,1976,"[28, 18, 36, 10752]"
10730.jpg,King Kong,1976,"[12, 14]"
19610.jpg,A Star Is Born,1976,"[18, 10402, 10749]"
891.jpg,All the President's Men,1976,"[18, 9648, 53]"
794.jpg,The Omen,1976,"[27, 53]"
11558.jpg,Silver Streak,1976,"[35, 80, 10749, 53, 28]"
10649.jpg,The Enforcer,1976,"[80, 28]"
23479.jpg,The Bad News Bears,1976,"[10751, 35]"
10970.jpg,Silent Movie,1976,[35]
12268.jpg,The Pink Panther Strikes Again,1976,"[35, 80]"
7340.jpg,Carrie,1976,"[27, 53]"
6037.jpg,Murder by Death,1976,"[35, 80, 9648, 53]"
10747.jpg,The Outlaw Josey Wales,1976,[37]
103.jpg,Taxi Driver,1976,"[80, 18]"
42239.jpg,Ode to Billy Joe,1976,"[18, 10749]"
16084.jpg,Freaky Friday,1976,"[14, 35, 10751]"
10803.jpg,Logan's Run,1976,"[28, 878]"
5228.jpg,Stay Hungry,1976,"[35, 18]"
10774.jpg,Network,1976,[18]
10518.jpg,Marathon Man,1976,"[53, 80, 18, 28]"
32037.jpg,The Cassandra Crossing,1976,"[28, 53]"
26842.jpg,The Message,1976,"[12, 18, 28, 36]"
42252.jpg,The Missouri Breaks,1976,"[37, 18]"
4286.jpg,The Innocent,1976,"[18, 10749]"
12584.jpg,The Shootist,1976,[37]
51213.jpg,The Body of My Enemy,1976,"[80, 18, 9648, 53]"
5854.jpg,Family Plot,1976,"[35, 80, 53, 9648]"
53566.jpg,The Smurfs and the Magic Flute,1976,[16]
21882.jpg,Gator,1976,"[18, 80, 28]"
76715.jpg,The Inugami Family,1976,"[27, 9648]"
26176.jpg,"Mother, Jugs & Speed",1976,[35]
6883.jpg,Two-Minute Warning,1976,"[28, 53]"
96696.jpg,Gable and Lombard,1976,"[18, 10749]"
5002.jpg,Lifeguard,1976,"[35, 18]"
11482.jpg,The Tenant,1976,"[53, 27, 9648, 18]"
25305.jpg,The Gumball Rally,1976,[35]
4780.jpg,Obsession,1976,"[53, 9648, 18]"
10640.jpg,Futureworld,1976,"[28, 12, 878, 53]"
54613.jpg,The Duchess and the Dirtwater Fox,1976,"[35, 37]"
100922.jpg,The Blue Bird,1976,"[12, 10751, 14, 18]"
26398.jpg,At the Earth's Core,1976,"[12, 14, 878]"
21950.jpg,Jackson County Jail,1976,"[80, 18]"
180876.jpg,Submission,1976,[18]
5336.jpg,"Salò, or the 120 Days of Sodom",1976,"[27, 18, 10752]"
261473.jpg,Million Dollars Snatch,1976,"[28, 80, 35]"
21241.jpg,Cannonball,1976,"[28, 35]"
25699.jpg,Man on the Roof,1976,"[53, 28, 80]"
40829.jpg,Shaolin Wooden Men,1976,[28]
38794.jpg,Tosun Pasha,1976,[35]
446100.jpg,"Madrid, Costa Fleming",1976,[35]
371979.jpg,Honeymoon,1976,"[18, 10749]"
316539.jpg,Death of the Scorpion,1976,"[80, 53]"
17346.jpg,Grey Gardens,1976,[99]
1129566.jpg,The Unanswered Question VI : The Poetry of Earth,1976,"[99, 10402]"
1129563.jpg,The Unanswered Question V : The Twentieth Century Crisis,1976,"[99, 10402]"
1127534.jpg,The Unanswered Question IV : The Delights and Dangers of Ambiguity,1976,"[99, 10402]"
1127529.jpg,The Unanswered Question III : Musical Semantics,1976,"[99, 10402]"
1127509.jpg,The Unanswered Question II : Musical Syntax,1976,"[99, 10402]"
1127266.jpg,The Unanswered Question I : Musical Phonology,1976,"[99, 10402]"
57447.jpg,The House with Laughing Windows,1976,"[9648, 53, 27]"
1267683.jpg,Protest,1976,[]
1513902.jpg,Cale lungă,1976,[16]
1511241.jpg,Zühdü,1976,[35]
